"Dimension.MONTH_AND_YEAR","Dimension.CREATIVE_SIZE","Column.TOTAL_INVENTORY_LEVEL_IMPRESSIONS","1006611"
"2015-09","640 x 480v","49238","19565616"
"2015-09","Native","3300","19565616"
"2015-10","1 x 1","942","19565616"
"2015-10","400 x 300v","41179643","19565616"
"2015-10","Native","3450","19565616"
"2015-11","1 x 1","706","19565616"
"2015-11","400 x 300v","29183616","19565616"
"2015-11","640 x 480v","7","19565616"
"2015-11","Native","3075","19565616"
"2015-12","1 x 1","528","19565616"
"2015-12","400 x 300v","26604696","19565616"
"2015-12","640 x 480v","9","19565616"
"2015-12","Native","2632","19565616"
"2016-01","1 x 1","503","19565616"
"2016-01","400 x 300v","26069012","19565616"
"2016-01","Native","2754","19565616"
"2016-02","1 x 1","359","19565616"
"2016-02","400 x 300v","14937887","19565616"
"2016-02","Native","2529","19565616"
"2016-03","1 x 1","368","19565616"
"2016-03","400 x 300v","12636400","19565616"
"2016-03","Native","2763","19565616"
"2016-04","1 x 1","89","19565616"
"2016-04","400 x 300v","14046530","19565616"
"2016-04","Native","661","19565616"
"2016-05","400 x 300v","22879866","19565616"
"Dimension.MONTH_AND_YEAR","Dimension.CREATIVE_SIZE","Column.TOTAL_INVENTORY_LEVEL_IMPRESSIONS","2441"
"2015-06","1 x 1","2398478","2441"
"2015-06","1 x 2","1295931","2441"
"2015-06","100 x 40","742256","2441"
"2015-06","1000 x 430","90081","2441"
"2015-06","120 x 600","1091018","2441"
"2015-06","125 x 125","2367430","2441"
"2015-06","130 x 46","413539","2441"
"2015-06","146 x 144","7227","2441"
"2015-06","150 x 100","108","2441"
"2015-06","160 x 160","2292476","2441"
"2015-06","160 x 600","2223893","2441"
"2015-06","164 x 409","14768","2441"
"2015-06","164 x 59","975897","2441"
"2015-06","168 x 74","425767","2441"
"2015-06","180 x 150","18117","2441"
"2015-06","199 x 350","134833","2441"
"2015-06","2 x 2","2270039","2441"
"2015-06","200 x 90","85758","2441"
"2015-06","220 x 90","75197","2441"
"2015-06","234 x 60","275413","2441"
"2015-06","290 x 460","15455","2441"
"2015-06","3 x 3","1457","2441"
"2015-06","300 x 160","159730","2441"
"2015-06","300 x 250","17587784","2441"
"2015-06","300 x 50","756908","2441"
"2015-06","300 x 600","1217012","2441"
"2015-06","336 x 27","14129","2441"
"2015-06","336 x 280","131834","2441"
"2015-06","336 x 90","9688","2441"
"2015-06","4 x 4","2339397","2441"
"2015-06","468 x 60","22","2441"
"2015-06","5 x 5","459776","2441"
"2015-06","579 x 125","4","2441"
"2015-06","579 x 250","163026","2441"
"2015-06","600 x 445","5187","2441"
"2015-06","610 x 268","3437","2441"
"2015-06","620 x 67","157455","2441"
"2015-06","640 x 480","222412","2441"
"2015-06","7 x 7","188461","2441"
"2015-06","728 x 90","12253811","2441"
"2015-06","738 x 70","9","2441"
"2015-06","8 x 1","262","2441"
"2015-06","800 x 600","31721","2441"
"2015-06","970 x 250","17389","2441"
"2015-06","980 x 30","31390","2441"
"2015-06","994 x 70","22","2441"
"2015-06","Out-of-page","114227","2441"
"2015-07","1 x 1","1972987","2441"
"2015-07","1 x 2","1634889","2441"
"2015-07","100 x 40","812663","2441"
"2015-07","1000 x 430","86239","2441"
"2015-07","120 x 600","1095778","2441"
"2015-07","125 x 125","2471704","2441"
"2015-07","130 x 46","417016","2441"
"2015-07","146 x 144","48111","2441"
"2015-07","150 x 100","145","2441"
"2015-07","160 x 160","2503965","2441"
"2015-07","160 x 600","2181404","2441"
"2015-07","164 x 59","761666","2441"
"2015-07","168 x 74","426123","2441"
"2015-07","180 x 150","15518","2441"
"2015-07","199 x 350","136663","2441"
"2015-07","2 x 2","2182168","2441"
"2015-07","200 x 90","93627","2441"
"2015-07","220 x 90","18989","2441"
"2015-07","234 x 60","275532","2441"
"2015-07","290 x 460","10990","2441"
"2015-07","3 x 3","102361","2441"
"2015-07","300 x 160","215246","2441"
"2015-07","300 x 250","17930910","2441"
"2015-07","300 x 50","972622","2441"
"2015-07","300 x 600","1053706","2441"
"2015-07","336 x 27","11258","2441"
"2015-07","336 x 280","73465","2441"
"2015-07","336 x 90","8509","2441"
"2015-07","4 x 4","2342999","2441"
"2015-07","468 x 60","40","2441"
"2015-07","5 x 5","419587","2441"
"2015-07","579 x 250","174596","2441"
"2015-07","600 x 445","5398","2441"
"2015-07","610 x 268","3410","2441"
"2015-07","620 x 67","151562","2441"
"2015-07","640 x 480","226135","2441"
"2015-07","7 x 7","22726","2441"
"2015-07","728 x 90","12091940","2441"
"2015-07","738 x 70","17","2441"
"2015-07","8 x 1","345","2441"
"2015-07","8 x 2","215","2441"
"2015-07","800 x 600","24206","2441"
"2015-07","994 x 70","11","2441"
"2015-07","Out-of-page","68217","2441"
"2015-08","1 x 1","4048555","2441"
"2015-08","1 x 2","1043023","2441"
"2015-08","100 x 40","854554","2441"
"2015-08","1000 x 430","80183","2441"
"2015-08","120 x 600","1068454","2441"
"2015-08","125 x 125","2979233","2441"
"2015-08","130 x 46","438358","2441"
"2015-08","146 x 144","50457","2441"
"2015-08","150 x 100","71","2441"
"2015-08","160 x 160","2511299","2441"
"2015-08","160 x 600","2114637","2441"
"2015-08","164 x 409","36807","2441"
"2015-08","168 x 74","455252","2441"
"2015-08","180 x 150","17099","2441"
"2015-08","199 x 350","58516","2441"
"2015-08","2 x 2","2088058","2441"
"2015-08","200 x 90","90712","2441"
"2015-08","234 x 60","247658","2441"
"2015-08","290 x 460","20606","2441"
"2015-08","3 x 3","65092","2441"
"2015-08","300 x 160","139321","2441"
"2015-08","300 x 250","17608776","2441"
"2015-08","300 x 50","1028822","2441"
"2015-08","300 x 600","1215624","2441"
"2015-08","336 x 27","16065","2441"
"2015-08","336 x 280","85253","2441"
"2015-08","336 x 90","9277","2441"
"2015-08","4 x 4","2258601","2441"
"2015-08","5 x 5","363897","2441"
"2015-08","579 x 250","137845","2441"
"2015-08","600 x 445","5392","2441"
"2015-08","610 x 268","3701","2441"
"2015-08","620 x 67","149461","2441"
"2015-08","640 x 480","263419","2441"
"2015-08","7 x 7","43395","2441"
"2015-08","728 x 90","11468063","2441"
"2015-08","738 x 70","7","2441"
"2015-08","8 x 1","454","2441"
"2015-08","8 x 2","4","2441"
"2015-08","800 x 600","27392","2441"
"2015-08","990 x 52","30028","2441"
"2015-08","994 x 70","8","2441"
"2015-08","Out-of-page","67783","2441"
"2015-09","1 x 1","2787974","2441"
"2015-09","1 x 2","1313424","2441"
"2015-09","10 x 1","2","2441"
"2015-09","100 x 40","704053","2441"
"2015-09","1000 x 430","88095","2441"
"2015-09","120 x 600","1075622","2441"
"2015-09","125 x 125","2492789","2441"
"2015-09","130 x 46","525422","2441"
"2015-09","146 x 144","52665","2441"
"2015-09","150 x 100","45","2441"
"2015-09","160 x 160","2405411","2441"
"2015-09","160 x 600","2208014","2441"
"2015-09","164 x 409","156623","2441"
"2015-09","168 x 74","547877","2441"
"2015-09","180 x 150","23694","2441"
"2015-09","199 x 350","67788","2441"
"2015-09","2 x 2","2319603","2441"
"2015-09","200 x 90","94483","2441"
"2015-09","234 x 60","301633","2441"
"2015-09","290 x 460","10004","2441"
"2015-09","3 x 3","1171","2441"
"2015-09","300 x 160","180693","2441"
"2015-09","300 x 250","19309200","2441"
"2015-09","300 x 50","370164","2441"
"2015-09","300 x 600","928939","2441"
"2015-09","336 x 27","8631","2441"
"2015-09","336 x 280","190684","2441"
"2015-09","336 x 90","1808","2441"
"2015-09","4 x 4","2409800","2441"
"2015-09","5 x 5","356908","2441"
"2015-09","579 x 250","165683","2441"
"2015-09","600 x 445","4834","2441"
"2015-09","610 x 268","3425","2441"
"2015-09","620 x 67","115245","2441"
"2015-09","640 x 480","247828","2441"
"2015-09","7 x 7","24712","2441"
"2015-09","728 x 90","12622646","2441"
"2015-09","738 x 70","9","2441"
"2015-09","8 x 1","614","2441"
"2015-09","8 x 2","646","2441"
"2015-09","800 x 600","36035","2441"
"2015-09","970 x 250","3","2441"
"2015-09","990 x 52","80764","2441"
"2015-09","994 x 70","11","2441"
"2015-09","Out-of-page","119318","2441"
"2015-10","1 x 1","3470028","2441"
"2015-10","1 x 2","1426887","2441"
"2015-10","100 x 40","794394","2441"
"2015-10","1000 x 430","88469","2441"
"2015-10","120 x 600","1055001","2441"
"2015-10","125 x 125","2363606","2441"
"2015-10","130 x 46","448878","2441"
"2015-10","146 x 144","73327","2441"
"2015-10","150 x 100","18","2441"
"2015-10","160 x 160","2040837","2441"
"2015-10","160 x 600","2618692","2441"
"2015-10","164 x 59","154812","2441"
"2015-10","168 x 74","461703","2441"
"2015-10","180 x 150","31902","2441"
"2015-10","199 x 350","148732","2441"
"2015-10","2 x 2","2560461","2441"
"2015-10","200 x 90","98145","2441"
"2015-10","220 x 90","12","2441"
"2015-10","234 x 60","353028","2441"
"2015-10","290 x 460","18813","2441"
"2015-10","3 x 3","1120","2441"
"2015-10","300 x 160","223597","2441"
"2015-10","300 x 250","18803583","2441"
"2015-10","300 x 50","121615","2441"
"2015-10","300 x 600","782630","2441"
"2015-10","336 x 27","3085","2441"
"2015-10","336 x 280","405070","2441"
"2015-10","4 x 4","2492368","2441"
"2015-10","5 x 5","428962","2441"
"2015-10","579 x 250","183795","2441"
"2015-10","600 x 445","4788","2441"
"2015-10","610 x 268","3384","2441"
"2015-10","640 x 480","263400","2441"
"2015-10","7 x 7","40118","2441"
"2015-10","728 x 90","12684362","2441"
"2015-10","738 x 70","6","2441"
"2015-10","8 x 1","19912","2441"
"2015-10","8 x 2","63661","2441"
"2015-10","800 x 600","28203","2441"
"2015-10","990 x 52","83828","2441"
"2015-10","994 x 70","4","2441"
"2015-10","Out-of-page","148523","2441"
"2015-11","1 x 1","3178469","2441"
"2015-11","1 x 2","1334777","2441"
"2015-11","100 x 40","733145","2441"
"2015-11","1000 x 430","93046","2441"
"2015-11","120 x 600","1014474","2441"
"2015-11","125 x 125","2236232","2441"
"2015-11","130 x 46","333287","2441"
"2015-11","146 x 144","77144","2441"
"2015-11","150 x 100","62","2441"
"2015-11","160 x 160","1530579","2441"
"2015-11","160 x 600","2130758","2441"
"2015-11","164 x 59","272707","2441"
"2015-11","168 x 74","342935","2441"
"2015-11","180 x 150","28358","2441"
"2015-11","199 x 350","137733","2441"
"2015-11","2 x 2","1861778","2441"
"2015-11","200 x 90","90423","2441"
"2015-11","220 x 90","5","2441"
"2015-11","234 x 60","254528","2441"
"2015-11","290 x 460","18882","2441"
"2015-11","3 x 3","390771","2441"
"2015-11","300 x 160","186202","2441"
"2015-11","300 x 250","16845456","2441"
"2015-11","300 x 50","873166","2441"
"2015-11","300 x 600","851763","2441"
"2015-11","336 x 27","3674","2441"
"2015-11","336 x 280","267968","2441"
"2015-11","4 x 4","2785179","2441"
"2015-11","5 x 5","594509","2441"
"2015-11","579 x 250","175559","2441"
"2015-11","600 x 445","9336","2441"
"2015-11","610 x 268","2881","2441"
"2015-11","620 x 67","31926","2441"
"2015-11","640 x 480","217973","2441"
"2015-11","7 x 7","44143","2441"
"2015-11","728 x 90","11258472","2441"
"2015-11","738 x 70","6","2441"
"2015-11","8 x 1","98457","2441"
"2015-11","8 x 2","286407","2441"
"2015-11","800 x 600","24012","2441"
"2015-11","980 x 30","17","2441"
"2015-11","990 x 52","77731","2441"
"2015-11","994 x 70","1","2441"
"2015-11","Out-of-page","79576","2441"
"2015-12","1 x 1","4545229","2441"
"2015-12","1 x 2","1320143","2441"
"2015-12","100 x 40","739981","2441"
"2015-12","1000 x 430","101881","2441"
"2015-12","120 x 600","949926","2441"
"2015-12","125 x 125","2121035","2441"
"2015-12","130 x 46","588624","2441"
"2015-12","146 x 144","72077","2441"
"2015-12","150 x 100","36","2441"
"2015-12","160 x 160","1452507","2441"
"2015-12","160 x 600","2208047","2441"
"2015-12","164 x 409","19796","2441"
"2015-12","164 x 59","254451","2441"
"2015-12","168 x 74","605344","2441"
"2015-12","180 x 150","32604","2441"
"2015-12","199 x 350","142175","2441"
"2015-12","2 x 2","2508452","2441"
"2015-12","200 x 90","87732","2441"
"2015-12","220 x 90","5","2441"
"2015-12","234 x 60","151624","2441"
"2015-12","290 x 460","13944","2441"
"2015-12","3 x 3","106375","2441"
"2015-12","300 x 160","133000","2441"
"2015-12","300 x 250","17887695","2441"
"2015-12","300 x 50","1018499","2441"
"2015-12","300 x 600","778451","2441"
"2015-12","336 x 27","7827","2441"
"2015-12","336 x 280","213603","2441"
"2015-12","4 x 4","3589317","2441"
"2015-12","5 x 5","581805","2441"
"2015-12","579 x 250","174752","2441"
"2015-12","600 x 445","4662","2441"
"2015-12","610 x 268","3100","2441"
"2015-12","620 x 67","121726","2441"
"2015-12","640 x 480","172318","2441"
"2015-12","7 x 7","317966","2441"
"2015-12","728 x 90","11285231","2441"
"2015-12","738 x 70","16","2441"
"2015-12","8 x 1","54711","2441"
"2015-12","8 x 2","152959","2441"
"2015-12","800 x 600","41008","2441"
"2015-12","994 x 70","13","2441"
"2015-12","Out-of-page","33988","2441"
"2016-01","1 x 1","5067788","2441"
"2016-01","1 x 2","1100869","2441"
"2016-01","100 x 40","779679","2441"
"2016-01","1000 x 430","18705","2441"
"2016-01","120 x 600","1112747","2441"
"2016-01","125 x 125","1136296","2441"
"2016-01","130 x 46","607439","2441"
"2016-01","146 x 144","83318","2441"
"2016-01","150 x 100","180","2441"
"2016-01","160 x 160","1439918","2441"
"2016-01","160 x 600","2424807","2441"
"2016-01","164 x 409","24974","2441"
"2016-01","164 x 59","270112","2441"
"2016-01","168 x 74","627781","2441"
"2016-01","180 x 150","56795","2441"
"2016-01","199 x 350","118611","2441"
"2016-01","2 x 2","2356100","2441"
"2016-01","200 x 90","124117","2441"
"2016-01","234 x 60","295088","2441"
"2016-01","290 x 460","9799","2441"
"2016-01","3 x 3","884","2441"
"2016-01","300 x 100","261","2441"
"2016-01","300 x 160","151884","2441"
"2016-01","300 x 250","18036724","2441"
"2016-01","300 x 50","92260","2441"
"2016-01","300 x 600","596517","2441"
"2016-01","320 x 50","237","2441"
"2016-01","336 x 27","1953","2441"
"2016-01","336 x 280","125710","2441"
"2016-01","4 x 4","1383869","2441"
"2016-01","5 x 5","319827","2441"
"2016-01","579 x 250","161648","2441"
"2016-01","600 x 445","171","2441"
"2016-01","610 x 268","4058","2441"
"2016-01","620 x 67","136382","2441"
"2016-01","640 x 480","253910","2441"
"2016-01","7 x 7","101114","2441"
"2016-01","728 x 90","11646109","2441"
"2016-01","8 x 1","65321","2441"
"2016-01","8 x 2","284875","2441"
"2016-01","800 x 600","40770","2441"
"2016-01","Out-of-page","109581","2441"
"2016-02","1 x 1","5225184","2441"
"2016-02","1 x 2","1431838","2441"
"2016-02","100 x 40","717569","2441"
"2016-02","1000 x 430","36928","2441"
"2016-02","120 x 600","1049333","2441"
"2016-02","125 x 125","1350391","2441"
"2016-02","130 x 46","561232","2441"
"2016-02","146 x 144","79410","2441"
"2016-02","150 x 100","314","2441"
"2016-02","160 x 160","1563340","2441"
"2016-02","160 x 600","2209871","2441"
"2016-02","164 x 409","19545","2441"
"2016-02","164 x 59","272434","2441"
"2016-02","168 x 74","560191","2441"
"2016-02","180 x 150","68484","2441"
"2016-02","199 x 350","106545","2441"
"2016-02","2 x 2","2429933","2441"
"2016-02","200 x 90","101129","2441"
"2016-02","234 x 60","16252","2441"
"2016-02","290 x 460","9123","2441"
"2016-02","3 x 3","858","2441"
"2016-02","300 x 100","44208","2441"
"2016-02","300 x 160","164911","2441"
"2016-02","300 x 250","17257382","2441"
"2016-02","300 x 50","132693","2441"
"2016-02","300 x 600","581051","2441"
"2016-02","320 x 50","1384","2441"
"2016-02","336 x 27","3774","2441"
"2016-02","336 x 280","42934","2441"
"2016-02","4 x 4","627621","2441"
"2016-02","5 x 5","328522","2441"
"2016-02","579 x 250","107784","2441"
"2016-02","600 x 445","26","2441"
"2016-02","610 x 268","3252","2441"
"2016-02","620 x 67","144443","2441"
"2016-02","640 x 480","262218","2441"
"2016-02","7 x 7","34899","2441"
"2016-02","728 x 90","10613981","2441"
"2016-02","8 x 1","39479","2441"
"2016-02","8 x 2","492256","2441"
"2016-02","800 x 600","16542","2441"
"2016-02","Out-of-page","109276","2441"
"2016-03","1 x 1","5268635","2441"
"2016-03","1 x 2","1879779","2441"
"2016-03","100 x 40","1015588","2441"
"2016-03","1000 x 430","50538","2441"
"2016-03","120 x 600","1070304","2441"
"2016-03","125 x 125","1786886","2441"
"2016-03","130 x 46","630334","2441"
"2016-03","146 x 144","34158","2441"
"2016-03","150 x 100","342","2441"
"2016-03","160 x 160","1667664","2441"
"2016-03","160 x 600","2517331","2441"
"2016-03","164 x 409","441172","2441"
"2016-03","164 x 59","998479","2441"
"2016-03","168 x 74","596394","2441"
"2016-03","180 x 150","108826","2441"
"2016-03","199 x 350","5075","2441"
"2016-03","2 x 2","2833030","2441"
"2016-03","200 x 90","103836","2441"
"2016-03","290 x 460","376","2441"
"2016-03","3 x 3","875","2441"
"2016-03","300 x 100","46105","2441"
"2016-03","300 x 160","181176","2441"
"2016-03","300 x 250","16687249","2441"
"2016-03","300 x 50","169586","2441"
"2016-03","300 x 600","1958523","2441"
"2016-03","320 x 50","1377","2441"
"2016-03","336 x 27","9141","2441"
"2016-03","336 x 280","150864","2441"
"2016-03","4 x 4","1553399","2441"
"2016-03","5 x 5","319158","2441"
"2016-03","579 x 250","6055","2441"
